Age,gender,occupation,education,lifestyle,favorite,zone,activity,month,place
57,female,business,secondary,family,travel,Bang Khae,movie,5,Office
23,female,business,bachelor,family,travel,Thon Buri,movie,4,Office
56,male,official,bachelor,family,family,Bang Na,movie,6,Office
57,female,business,other,family,family,Lat Krabang,movie,4,Office
59,female,official,secondary,family,travel,Huai Khwang,movie,3,Office
44,female,business,diploma,family,rally,Khlong San,movie,3,Office
8,female,student,other,family,family,Suan Luang,movie,3,Office
44,female,business,bachelor,family,rally,Sathon,movie,3,Office
47,female,business,bachelor,family,travel,Wang Thonglang,movie,3,Office
8,male,student,other,family,family,Bang Khen,movie,4,Office
47,male,business,bachelor,family,concert,Lak Si,movie,3,Office
39,male,employee,bachelor,family,travel,Bangkok Yai,movie,6,Office
33,female,other,bachelor,family,family,Prawet,movie,4,Office
43,male,employee,bachelor,family,travel,Lat Phrao,movie,3,Office
42,female,business,diploma,family,movie,Bang Bon,movie,4,Office
44,female,housewife,primary,family,family,Lak Si,movie,6,Office
52,male,business,secondary,family,movie,Bang Khae,movie,3,Office
3,male,employee,bachelor,family,family,Watthana,movie,3,Office
54,female,business,bachelor,family,concert,Bang Bon,movie,3,Office
34,female,business,bachelor,family,travel,Lat Krabang,movie,6,Office
54,female,enterprise,graduate,family,family,Bueng Kum,movie,6,Office
6,male,employee,graduate,family,family,Bang Khen,movie,3,Office
10,male,student,other,family,rally,Thon Buri,movie,3,Office
52,female,business,bachelor,family,family,Don Mueang,movie,4,Office
27,female,business,bachelor,family,travel,Lat Phrao,movie,4,Office
37,female,business,bachelor,family,travel,Wang Thonglang,movie,2,Office
34,female,employee,secondary,family,family,Ratchathewi,movie,4,Office
40,male,official,bachelor,family,travel,Bang Sue,movie,3,Office
36,male,employee,bachelor,family,travel,Chom Thong,movie,3,Office
45,female,business,bachelor,family,travel,Bang Bon,movie,3,Office
53,female,employee,secondary,family,family,Sathon,movie,6,Office
58,female,employee,other,family,travel,Bang Kapi,movie,5,Office
49,female,official,graduate,family,travel,Bang Sue,movie,4,Office
37,male,employee,bachelor,family,movie,Chatuchak,movie,4,Office
41,male,business,graduate,family,family,Khlong San,movie,5,Office
30,male,employee,diploma,family,family,Khlong Toei,movie,4,Office
43,male,employee,diploma,family,travel,Nong Chok,movie,5,Office
36,female,housewife,secondary,family,family,Lak Si,movie,4,Office
40,female,business,secondary,family,concert,Thawi Watthana,movie,8,Office
57,male,business,bachelor,family,travel,Bang Khun Thian,movie,4,Office
44,female,business,bachelor,family,travel,Bang Kapi,movie,4,Office
47,female,employee,bachelor,family,family,Nong Khaem,movie,2,Office
47,female,business,bachelor,family,family,Chom Thong,movie,3,Office
42,male,business,bachelor,family,travel,Bang Khae,movie,3,Office
54,female,business,bachelor,family,travel,Phra Khanong,movie,4,Office
42,male,business,graduate,family,family,Taling Chan,movie,5,Office
44,female,employee,bachelor,family,family,Huai Khwang,movie,3,Office
44,female,other,bachelor,family,movie,Nong Chok,movie,5,Office
47,male,employee,graduate,family,travel,Watthana,movie,5,Office
47,male,freelance,bachelor,family,travel,Bang Kho Laem,movie,4,Office
56,female,business,secondary,family,travel,Bang Na,movie,3,Office
43,male,business,diploma,family,concert,Thawi Watthana,movie,5,Office
41,female,business,diploma,family,family,Huai Khwang,movie,3,Office
35,female,employee,bachelor,family,travel,Bang Sue,movie,4,Office
56,female,business,bachelor,family,movie,Taling Chan,movie,5,Office
39,male,business,diploma,family,family,Lak Si,movie,3,Office
36,female,employee,graduate,family,family,Huai Khwang,movie,5,Office
46,male,employee,bachelor,family,travel,Bangkok Yai,movie,3,Office
52,male,student,bachelor,family,travel,Chatuchak,movie,2,Office
51,female,business,graduate,family,travel,Lat Phrao,movie,5,Office
48,female,official,bachelor,family,family,Don Mueang,movie,5,Office
39,male,employee,bachelor,family,family,Phasi Charoen,movie,5,Office
37,female,housewife,secondary,family,movie,Lat Phrao,movie,6,Office
47,male,business,secondary,family,rally,Thon Buri,movie,3,Office
46,male,business,bachelor,family,travel,Thung Khru,movie,3,Office
53,female,business,bachelor,family,concert,Phaya Thai,movie,4,Office
50,female,business,other,family,travel,Pom Prap Sattru Phai,movie,3,Office
59,female,other,secondary,family,travel,Sai Mai,movie,4,Office
52,female,employee,bachelor,family,travel,Bang Khae,movie,6,Office
37,female,business,bachelor,family,travel,Lak Si,movie,4,Office
14,male,other,other,family,movie,Phaya Thai,movie,3,Office
52,female,business,bachelor,family,concert,Suan Luang,movie,3,Office
51,male,business,secondary,family,travel,Thawi Watthana,movie,8,Office
41,male,enterprise,bachelor,family,concert,Bang Kapi,movie,5,Office
51,female,housewife,bachelor,family,travel,Khan Na Yao,movie,5,Office
49,female,business,secondary,family,family,Bueng Kum,movie,4,Office
49,female,housewife,bachelor,family,family,Yan Nawa,movie,4,Office
34,female,employee,bachelor,family,movie,Phasi Charoen,movie,4,Office
14,male,student,primary,family,family,Watthana,movie,6,Office
56,female,employee,bachelor,family,travel,Huai Khwang,movie,5,Office
44,male,employee,bachelor,family,family,Wang Thonglang,movie,4,Office
41,female,business,secondary,family,travel,Huai Khwang,movie,4,Office
28,female,employee,bachelor,family,concert,Khlong Toei,movie,6,Office
57,female,housewife,diploma,family,family,Bang Na,movie,6,Office
51,male,employee,bachelor,family,travel,Lat Phrao,movie,4,Office
36,male,employee,bachelor,family,travel,Din Daeng,movie,6,Office
53,female,other,bachelor,family,travel,Din Daeng,movie,3,Office
40,female,other,other,family,family,Khlong Toei,movie,3,Office
34,male,employee,graduate,family,movie,Thon Buri,movie,4,Office
32,female,employee,graduate,family,movie,Pathum Wan,movie,6,Office
49,female,business,other,family,travel,Bang Sue,movie,4,Office
54,female,housewife,diploma,family,celebrity,Dusit,movie,3,Office
32,male,employee,bachelor,family,family,Khan Na Yao,movie,5,Office
49,male,business,diploma,family,family,Min Buri,movie,4,Office
47,male,employee,bachelor,family,travel,Bang Rak,movie,3,Office
39,female,employee,other,family,travel,Phaya Thai,movie,6,Office
35,female,business,bachelor,family,travel,Pom Prap Sattru Phai,movie,5,Office
42,female,employee,bachelor,family,family,Taling Chan,movie,4,Office
36,female,employee,bachelor,family,family,Din Daeng,movie,3,Office
57,female,business,secondary,family,family,Bueng Kum,movie,3,Office
29,female,employee,bachelor,family,movie,Bang Khen,movie,6,Office
23,male,official,graduate,family,travel,Ratchathewi,movie,6,Office
8,male,student,other,family,movie,Chatuchak,movie,4,Office
42,female,employee,bachelor,family,travel,Lak Si,movie,4,Office
41,female,employee,bachelor,family,movie,Huai Khwang,movie,4,Office
34,female,other,primary,family,movie,Lak Si,movie,4,Office
62,female,housewife,primary,family,family,Phra Khanong,movie,4,Office
39,female,business,secondary,family,family,Thon Buri,movie,3,Office
12,female,student,other,family,rally,Thon Buri,movie,3,Office
55,female,other,bachelor,family,travel,Lat Phrao,movie,2,Office
33,male,employee,bachelor,family,movie,Bang Khen,movie,4,Office
40,female,employee,graduate,family,travel,Phasi Charoen,movie,3,Office
40,female,enterprise,bachelor,family,movie,Bueng Kum,movie,6,Office
50,male,employee,bachelor,family,family,Lak Si,movie,4,Office
58,male,housewife,bachelor,family,concert,Bueng Kum,movie,4,Office
55,male,enterprise,graduate,family,family,Bueng Kum,movie,6,Office
52,male,official,secondary,family,concert,Bang Khen,movie,4,Office
41,male,other,bachelor,family,family,Bang Khun Thian,movie,5,Office
41,female,business,other,family,travel,Din Daeng,movie,5,Office
37,female,official,bachelor,family,travel,Bang Khen,movie,6,Office
43,male,employee,bachelor,family,concert,Khlong Toei,movie,3,Office
20,male,official,bachelor,family,family,Bang Kapi,movie,5,Office
51,male,business,primary,family,travel,Don Mueang,movie,3,Office
9,male,student,primary,family,concert,Bang Kapi,movie,5,Office
44,female,official,graduate,family,travel,Bang Khae,movie,4,Office
34,female,employee,bachelor,family,concert,Huai Khwang,movie,3,Office
52,female,employee,bachelor,family,travel,Bang Sue,movie,4,Office
15,female,business,bachelor,family,travel,Lak Si,movie,5,Office
41,female,business,other,family,travel,Khlong Sam Wa,movie,5,Office
52,female,business,secondary,family,travel,Bang Na,movie,4,Office
33,male,business,bachelor,family,travel,Bang Khen,movie,5,Office
59,male,business,secondary,family,family,Bang Bon,movie,3,Office
59,female,employee,graduate,family,travel,Wang Thonglang,movie,4,Office
40,female,business,bachelor,family,movie,Bang Kapi,movie,4,Office
54,female,employee,secondary,family,concert,Bang Na,movie,5,Office
47,male,employee,bachelor,family,travel,Bang Sue,movie,4,Office
27,male,student,secondary,family,movie,Lat Krabang,movie,5,Office
49,female,housewife,bachelor,family,family,Khlong Sam Wa,movie,4,Office
35,male,business,bachelor,family,travel,Nong Chok,movie,4,Office
41,female,employee,bachelor,family,travel,Khlong Sam Wa,movie,4,Office
48,female,business,graduate,family,rally,Khan Na Yao,movie,5,Office
49,female,employee,diploma,family,movie,Huai Khwang,movie,4,Office
11,female,official,graduate,family,other,Taling Chan,movie,3,Office
38,female,employee,secondary,family,travel,Nong Chok,movie,3,Office
30,female,enterprise,bachelor,family,rally,Bang Rak,movie,4,Office
41,female,business,secondary,family,family,Huai Khwang,movie,3,Office
41,female,employee,secondary,family,movie,Chom Thong,movie,4,Office
31,female,employee,graduate,family,travel,Bang Bon,movie,4,Office
51,male,business,bachelor,family,concert,Wang Thonglang,movie,3,Office
15,female,official,bachelor,family,travel,Dusit,movie,4,Office
47,female,employee,bachelor,family,family,Phra Nakhon,movie,3,Office
16,male,student,secondary,family,travel,Don Mueang,movie,5,Office
57,female,official,bachelor,family,sport,Thawi Watthana,movie,5,Office
37,female,employee,bachelor,family,travel,Bang Khen,movie,4,Office
37,female,employee,bachelor,family,family,Bang Khen,movie,5,Office
37,female,official,graduate,family,travel,Bang Sue,movie,6,Office
38,male,employee,bachelor,family,family,Don Mueang,movie,3,Office
11,female,employee,bachelor,family,family,Bang Sue,movie,3,Office
52,female,employee,bachelor,family,travel,Khlong Sam Wa,movie,3,Office
41,female,employee,bachelor,family,travel,Wang Thonglang,movie,4,Office
36,female,enterprise,graduate,family,family,Don Mueang,movie,4,Office
47,female,employee,bachelor,family,travel,Phra Khanong,movie,3,Office
48,female,business,bachelor,family,family,Chatuchak,movie,4,Office
30,female,employee,graduate,family,movie,Huai Khwang,movie,4,Office
58,female,other,bachelor,family,family,Suan Luang,movie,4,Office
40,female,business,secondary,family,movie,Taling Chan,movie,5,Office
52,female,business,bachelor,family,travel,Sai Mai,movie,5,Office
48,male,other,secondary,family,rally,Sai Mai,movie,3,Office
18,female,student,secondary,family,travel,Yan Nawa,movie,4,Office
40,male,employee,bachelor,family,sport,Samphanthawong,movie,6,Office
47,female,housewife,bachelor,family,rally,Wang Thonglang,movie,3,Office
39,female,employee,bachelor,family,movie,Huai Khwang,movie,4,Office
36,male,freelance,primary,family,movie,Bang Kapi,movie,3,Office
48,male,official,graduate,family,movie,Bang Sue,movie,5,Office
34,female,employee,bachelor,family,concert,Chatuchak,movie,4,Office
66,male,employee,bachelor,family,travel,Nong Khaem,movie,4,Office
42,female,employee,secondary,family,family,Bang Na,movie,4,Office
45,female,freelance,bachelor,family,travel,Phasi Charoen,movie,4,Office
31,female,employee,bachelor,family,movie,Bang Kapi,movie,4,Office
56,male,business,bachelor,family,family,Bang Kho Laem,movie,5,Office
34,female,official,graduate,family,travel,Bueng Kum,movie,4,Office
45,female,business,bachelor,family,travel,Bang Rak,movie,3,Office
67,male,other,bachelor,family,family,Lak Si,movie,3,Office
33,female,other,bachelor,family,concert,Chatuchak,movie,4,Office
39,female,business,secondary,family,family,Khlong Toei,movie,4,Office
53,male,enterprise,bachelor,family,movie,Min Buri,movie,4,Office
52,male,business,graduate,family,movie,Bangkok Yai,movie,4,Office
34,female,employee,bachelor,family,concert,Huai Khwang,movie,4,Office
11,female,business,bachelor,family,movie,Chatuchak,movie,5,Office
64,female,official,bachelor,family,travel,Din Daeng,movie,3,Office
53,male,business,secondary,family,movie,Bangkok Noi,movie,3,Office
37,male,freelance,bachelor,family,travel,Lak Si,movie,4,Office
45,female,employee,bachelor,family,movie,Bang Na,movie,4,Office
42,female,housewife,secondary,family,travel,Phra Khanong,movie,4,Office
47,female,employee,primary,family,travel,Wang Thonglang,movie,3,Office
9,female,official,graduate,family,other,Taling Chan,movie,3,Office
75,female,freelance,bachelor,family,family,Bang Sue,movie,6,Office
51,male,employee,secondary,family,family,Din Daeng,movie,6,Office
60,female,business,diploma,family,family,Chatuchak,movie,5,Office
38,female,employee,other,family,travel,Khlong Sam Wa,movie,4,Office
29,female,employee,bachelor,family,concert,Chatuchak,movie,6,Office
24,female,business,bachelor,family,travel,Bang Khen,movie,6,Office
8,male,employee,diploma,family,other,Don Mueang,movie,5,Office
47,female,official,bachelor,family,travel,Rat Burana,movie,3,Office
65,female,other,other,family,travel,Prawet,movie,4,Office
51,female,employee,bachelor,family,family,Bueng Kum,movie,6,Office
56,male,business,bachelor,family,movie,Bang Kapi,movie,2,Office
58,female,official,bachelor,family,movie,Chom Thong,movie,3,Office
44,female,employee,bachelor,family,family,Bang Khae,movie,5,Office
55,female,enterprise,bachelor,family,travel,Khan Na Yao,movie,3,Office
61,female,business,bachelor,family,movie,Sathon,movie,4,Office
44,female,employee,graduate,family,family,Bueng Kum,movie,6,Office
53,female,other,bachelor,family,travel,Phra Khanong,movie,3,Office
53,male,business,bachelor,family,family,Phra Khanong,movie,3,Office
42,female,housewife,bachelor,family,travel,Bang Khae,movie,6,Office
39,female,housewife,bachelor,family,family,Bang Khen,movie,4,Office
43,male,business,bachelor,family,travel,Thawi Watthana,movie,4,Office
44,female,business,diploma,family,travel,Sathon,movie,4,Office
44,male,employee,bachelor,family,rally,Sathon,movie,5,Office
38,female,business,graduate,family,family,Bang Khun Thian,movie,4,Office
45,female,employee,bachelor,family,family,Bangkok Noi,movie,4,Office
32,female,employee,bachelor,family,movie,Nong Chok,movie,4,Office
47,female,employee,bachelor,family,family,Bang Rak,movie,3,Office
36,male,official,bachelor,family,travel,Khlong San,movie,4,Office
33,female,employee,bachelor,family,travel,Khlong Toei,movie,3,Office
31,female,employee,bachelor,family,travel,Phasi Charoen,movie,6,Office
47,female,employee,bachelor,family,travel,Don Mueang,movie,5,Office
31,female,employee,graduate,family,travel,Khan Na Yao,movie,5,Office
37,female,employee,bachelor,family,family,Chatuchak,movie,4,Office
15,male,employee,bachelor,family,travel,Bangkok Noi,movie,3,Office
50,female,employee,bachelor,family,family,Bueng Kum,movie,6,Office
12,female,business,graduate,family,family,Saphan Sung,movie,3,Office
50,male,business,graduate,family,travel,Thon Buri,movie,6,Office
48,male,employee,bachelor,family,travel,Nong Chok,movie,5,Office
35,female,employee,graduate,family,family,Prawet,movie,4,Office
62,female,housewife,primary,family,movie,Khlong San,movie,5,Office
38,female,employee,bachelor,family,concert,Suan Luang,movie,5,Office
56,male,freelance,diploma,family,family,Khan Na Yao,movie,2,Office
